text,label_text,label_id,pre_defined
where is laos located,qa factoid,28,True
dollar rate at present,qa currency,48,True
suffering consequences,qa definition,40,True
consequences to actions,qa definition,40,True
top model car,general quirky,7,True
how much is the average house,qa factoid,28,True
describe a sloth,qa definition,40,True
tell me everything you know about sloths,qa factoid,28,True
what is dolly parton's birthday,qa factoid,28,True
what are the coordinates of the equator,qa factoid,28,True
describe hell,qa definition,40,True
one plus two equal,qa maths,46,True
if a pencil cost four dollars and a book ten dollars cost how much i should pay if i buy two pencil and three book,qa maths,46,True
what is the us dollar and euro exchange rate,qa currency,48,True
tell me when obama was born,qa factoid,28,True
what is the location of moldova,qa factoid,28,True
how tall is hulk hogan,qa factoid,28,True
what is the exchange rates in this region,qa currency,48,True
what year did george clooney start acting,qa factoid,28,True
what was elvis presley's birthday,qa factoid,28,True
tell me what i wore yesterday,general quirky,7,True
one dolla equals how much inr,qa currency,48,True
where jackie chan currently live,qa factoid,28,True
facebook current stock rate,qa stock,25,False
where are the rocky mountains,qa factoid,28,True
what's jlo up to,general quirky,7,True
give details of rock sand,qa definition,40,True
describe rock sand,qa definition,40,True
where are pyramids located,qa factoid,28,True
show geographic details of pyramids,qa factoid,28,True
show bio of rihana,qa factoid,28,True
what is googs current price,qa stock,25,False
please tell me what is the definition of cylinder,qa definition,40,True
how much is the british pound,qa currency,48,True
define blanket,qa definition,40,True
what are converse shoes,qa definition,40,True
what kinds of sunglasses are considered aviators,qa factoid,28,True
africa info,qa factoid,28,True
search the locality,qa factoid,28,True
where did amal clooney go to college,qa factoid,28,True
does kim kardashian wear converse,qa factoid,28,True
how far is canada from my current location,qa factoid,28,True
what is the price of starbuck's stock,qa stock,25,False
how much is starbuck's stock these days,qa stock,25,False
find the ways of travel for the same,transport query,32,False
answer for three times four,qa maths,46,True
how much is the us dollar worth in canada,qa currency,48,True
what movies has emma watson acted in,qa factoid,28,True
how much is the us dollar versus the pound,qa currency,48,True
how much is the euro worth versus u. s. dollar,qa currency,48,True
details on person,qa factoid,28,True
how can you get basalt,general quirky,7,True
how much is amazon stock,qa stock,25,False
can you do nine plus two,qa maths,46,True
hey what's a book,qa definition,40,True
tell me about jaipur,qa factoid,28,True
what's the rate between pesos and yen,qa currency,48,True
explain the geographical location of india,qa factoid,28,True
what is leonardo dicaprio's networth,qa factoid,28,True
is this the least or most important moment in history ever,general quirky,7,True
how large is alaska,qa factoid,28,True
what is the size of the united states,qa factoid,28,True
what color is a dragon fruit,qa factoid,28,True
where was steve jobs born,qa factoid,28,True
tell me about economy and g. d. p. about india versus china,general quirky,7,True
what is the stock price of hdfc,qa stock,25,False
what is a hypothesis,qa definition,40,True
google what are the basic things humans need,general quirky,7,True
what's the answer to the universe,qa factoid,28,True
can many seashells did sally sell by the seashore,qa factoid,28,True
i think i can travel the whole world in a day,general quirky,7,True
will there be a world war four,general quirky,7,True
how much will be the world population after twenty years,general quirky,7,True
tell me the profession of celebrity,qa factoid,28,True
definition of velocity,qa definition,40,True
how big is the empire state building,qa factoid,28,True
what is the deepest point on earth,qa factoid,28,True
give the stock price details of motorolla,qa stock,25,False
describe the new football game rules,general quirky,7,True
describe about the computer hard disk,qa definition,40,True
which ocean touches at our continent,qa factoid,28,True
what does obama do in his day to day life,general quirky,7,True
is angeline having a new movie this year,qa factoid,28,True
what is a caftan,qa definition,40,True
find exchange rate for u. s. d. to pound,qa currency,48,True
what is the capital of mexico,qa factoid,28,True
where is fiji,qa factoid,28,True
what was the first movie of morgan freeman,qa factoid,28,True
does pink have a new baby,qa factoid,28,True
exchange rate of euro with dollar,qa currency,48,True
find route,qa factoid,28,True
features of google pixel,general quirky,7,True
directions to disney land,transport query,32,False
open stock price for name,qa stock,25,False
detail for stock price,qa stock,25,False
can we go to sun,general quirky,7,True
when was the bolshoi theater constructed,qa factoid,28,True
give me the description about smartphone,qa definition,40,True
olly how many meetings did mahatma gandhi undertake,qa factoid,28,True
